Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Name
2017-08-11,294.49,309.21,294.49,308.86,953576000,0,0,ETH-USD
2017-08-12,308.71,317.56,307.9,310.6,1111650048,0,0,ETH-USD
2017-08-13,310.37,310.82,289.31,298.06,1369369984,0,0,ETH-USD
2017-08-14,298.03,306.81,296.41,300.1,864390976,0,0,ETH-USD
2017-08-15,299.95,300.41,279.33,289.82,1051800000,0,0,ETH-USD
2017-08-16,289.82,303.41,285.39,302.27,967643008,0,0,ETH-USD
2017-08-17,302.8,311.03,300.25,301.46,909494016,0,0,ETH-USD
2017-08-18,301.7,307.96,292.5,295.59,936160000,0,0,ETH-USD
2017-08-19,296.18,301.67,286.18,297.47,860201984,0,0,ETH-USD
2017-08-20,296.64,301.43,291.58,301.43,571947008,0,0,ETH-USD
2017-08-21,300.48,347.05,297.23,321.59,2448969984,0,0,ETH-USD
2017-08-22,321.05,327.36,297.91,314.79,1336400000,0,0,ETH-USD
2017-08-23,315.27,324.21,314.54,317.52,811990016,0,0,ETH-USD
2017-08-24,317.45,327.96,317.08,325.61,697665024,0,0,ETH-USD
2017-08-25,326.11,336.4,325.8,331.92,760329024,0,0,ETH-USD
2017-08-26,331.99,334.98,327.92,333.88,514180992,0,0,ETH-USD
2017-08-27,334.36,347.89,334.36,347.89,633369984,0,0,ETH-USD
2017-08-28,350.04,352.05,338.41,347.75,854318976,0,0,ETH-USD
2017-08-29,347.96,373.76,347.79,370.67,1220029952,0,0,ETH-USD
2017-08-30,369.47,388.75,361.97,378.48,1333319936,0,0,ETH-USD
2017-08-31,378.44,386.14,376.35,383.04,706254016,0,0,ETH-USD
2017-09-01,383.47,390.04,383.47,387.74,874222016,0,0,ETH-USD
2017-09-02,387.82,389.35,328.1,348.98,1483600000,0,0,ETH-USD
2017-09-03,350.23,366.49,332.23,347.48,986265984,0,0,ETH-USD
2017-09-04,347.13,347.13,279.94,295.17,1801689984,0,0,ETH-USD
2017-09-05,297.57,318.57,268.29,312.99,1551049984,0,0,ETH-USD
2017-09-06,313.8,334.66,313.49,334.34,1058830016,0,0,ETH-USD
2017-09-07,333.52,333.52,319.94,329.43,718624000,0,0,ETH-USD
2017-09-08,329.64,329.64,285.16,296.5,1098780032,0,0,ETH-USD
2017-09-09,296.17,299.89,287.22,294.4,528620992,0,0,ETH-USD
2017-09-10,294.06,294.76,268.97,288.75,698326016,0,0,ETH-USD
2017-09-11,289.74,300.69,286.68,294.53,571307008,0,0,ETH-USD
2017-09-12,294.63,311.2,287.23,291.46,753144000,0,0,ETH-USD
2017-09-13,291.12,291.12,260.61,277.11,921692032,0,0,ETH-USD
2017-09-14,276.59,280.84,213.91,213.91,1184589952,0,0,ETH-USD
2017-09-15,215.22,258.65,195.04,250.46,1935699968,0,0,ETH-USD
2017-09-16,250.87,262.59,238.22,246.52,711737024,0,0,ETH-USD
2017-09-17,245.85,257.0,235.24,251.75,427452000,0,0,ETH-USD
2017-09-18,252.23,293.5,252.23,293.5,1127750016,0,0,ETH-USD
2017-09-19,293.66,295.77,274.48,282.8,646908992,0,0,ETH-USD
2017-09-20,282.02,290.89,278.05,283.74,421404000,0,0,ETH-USD
2017-09-21,283.26,286.61,255.02,258.58,601265984,0,0,ETH-USD
2017-09-22,258.11,270.54,256.22,264.31,430080992,0,0,ETH-USD
2017-09-23,264.6,286.17,261.12,286.17,450934016,0,0,ETH-USD
2017-09-24,286.21,292.95,278.13,282.48,571411008,0,0,ETH-USD
2017-09-25,282.22,293.52,281.88,292.33,483160992,0,0,ETH-USD
2017-09-26,292.35,293.75,287.02,287.44,345800992,0,0,ETH-USD
2017-09-27,287.02,308.02,286.82,306.47,550243968,0,0,ETH-USD
2017-09-28,306.47,307.2,295.47,299.15,501894016,0,0,ETH-USD
2017-09-29,299.12,299.92,279.77,291.47,541374976,0,0,ETH-USD
2017-09-30,291.48,303.96,291.11,301.46,332439008,0,0,ETH-USD
2017-10-01,301.55,303.19,295.06,302.34,306184992,0,0,ETH-USD
2017-10-02,302.48,302.92,294.58,297.48,339443008,0,0,ETH-USD
2017-10-03,297.48,300.11,288.13,292.46,321680000,0,0,ETH-USD
2017-10-04,292.75,299.39,290.89,292.66,257906000,0,0,ETH-USD
2017-10-05,292.77,298.04,288.84,295.86,253747008,0,0,ETH-USD
2017-10-06,295.15,308.84,294.95,308.59,318664000,0,0,ETH-USD
2017-10-07,308.89,313.13,304.98,311.12,342204992,0,0,ETH-USD
2017-10-08,311.06,312.54,308.03,308.61,293167008,0,0,ETH-USD
2017-10-09,308.67,309.31,288.18,297.39,559467008,0,0,ETH-USD
2017-10-10,297.6,306.15,293.17,299.87,359705984,0,0,ETH-USD
2017-10-11,301.18,304.39,299.1,303.46,264146000,0,0,ETH-USD
2017-10-12,303.5,309.15,303.29,304.14,527556992,0,0,ETH-USD
2017-10-13,304.08,348.6,299.66,338.76,1304359936,0,0,ETH-USD
2017-10-14,338.85,347.98,334.7,339.63,516561984,0,0,ETH-USD
2017-10-15,339.53,342.72,320.43,336.6,635406976,0,0,ETH-USD
2017-10-16,336.71,349.35,332.04,333.38,692884992,0,0,ETH-USD
2017-10-17,333.48,333.48,311.79,317.08,509924000,0,0,ETH-USD
2017-10-18,316.94,317.24,290.64,314.32,606113984,0,0,ETH-USD
2017-10-19,314.54,316.71,305.83,308.09,349830016,0,0,ETH-USD
2017-10-20,308.05,311.44,303.49,304.01,396672992,0,0,ETH-USD
2017-10-21,303.57,303.93,291.77,300.19,408014016,0,0,ETH-USD
2017-10-22,300.55,305.5,292.81,295.45,327387008,0,0,ETH-USD
2017-10-23,295.1,295.75,277.58,286.95,482336000,0,0,ETH-USD
2017-10-24,287.12,311.96,282.66,298.33,684281024,0,0,ETH-USD
2017-10-25,298.44,301.85,290.72,297.92,325040000,0,0,ETH-USD
2017-10-26,298.02,301.07,295.22,296.53,270272992,0,0,ETH-USD
2017-10-27,296.51,299.26,294.06,297.42,257168992,0,0,ETH-USD
2017-10-28,297.92,300.36,293.58,296.3,264424000,0,0,ETH-USD
2017-10-29,296.38,313.76,296.38,305.09,551752000,0,0,ETH-USD
2017-10-30,304.78,310.5,304.35,307.75,331441984,0,0,ETH-USD
2017-10-31,307.38,310.55,305.88,305.88,369583008,0,0,ETH-USD
2017-11-01,305.76,306.4,290.58,291.69,553864000,0,0,ETH-USD
2017-11-02,290.73,293.91,281.17,287.43,904900992,0,0,ETH-USD
2017-11-03,288.5,308.31,287.69,305.71,646339968,0,0,ETH-USD
2017-11-04,305.48,305.48,295.8,300.47,416479008,0,0,ETH-USD
2017-11-05,300.04,301.37,295.12,296.26,337657984,0,0,ETH-USD
2017-11-06,296.43,305.42,293.72,298.89,579358976,0,0,ETH-USD
2017-11-07,298.57,304.84,290.77,294.66,540766016,0,0,ETH-USD
2017-11-08,294.27,318.7,293.1,309.07,967955968,0,0,ETH-USD
2017-11-09,308.64,329.45,307.06,320.88,893249984,0,0,ETH-USD
2017-11-10,320.67,324.72,294.54,299.25,885985984,0,0,ETH-USD
2017-11-11,298.59,319.45,298.19,314.68,842300992,0,0,ETH-USD
2017-11-12,314.69,319.15,298.51,307.91,1613479936,0,0,ETH-USD
2017-11-13,307.02,328.42,307.02,316.72,1041889984,0,0,ETH-USD
2017-11-14,316.76,340.18,316.76,337.63,1069680000,0,0,ETH-USD
2017-11-15,337.96,340.91,329.81,333.36,722665984,0,0,ETH-USD
2017-11-16,333.44,336.16,323.61,330.92,797254016,0,0,ETH-USD
2017-11-17,330.17,334.96,327.52,332.39,621732992,0,0,ETH-USD
2017-11-18,331.98,349.62,327.69,347.61,649638976,0,0,ETH-USD
2017-11-19,347.4,371.29,344.74,354.39,1181529984,0,0,ETH-USD
2017-11-20,354.09,372.14,353.29,366.73,807027008,0,0,ETH-USD
2017-11-21,367.44,372.47,350.69,360.4,949912000,0,0,ETH-USD
2017-11-22,360.31,381.42,360.15,380.65,800819008,0,0,ETH-USD
2017-11-23,381.44,425.55,376.09,410.17,1845680000,0,0,ETH-USD
2017-11-24,412.5,480.97,402.76,474.91,2292829952,0,0,ETH-USD
2017-11-25,475.68,485.19,461.05,466.28,1422080000,0,0,ETH-USD
2017-11-26,465.97,472.72,451.61,471.33,1197779968,0,0,ETH-USD
2017-11-27,471.53,493.4,468.48,480.36,1396480000,0,0,ETH-USD
2017-11-28,480.52,482.48,466.35,472.9,1346499968,0,0,ETH-USD
2017-11-29,473.28,522.31,425.07,427.52,2675940096,0,0,ETH-USD
2017-11-30,431.21,465.5,401.24,447.11,1903040000,0,0,ETH-USD
2017-12-01,445.21,472.61,428.31,466.54,1247879936,0,0,ETH-USD
2017-12-02,466.85,476.24,456.65,463.45,943649984,0,0,ETH-USD
2017-12-03,463.7,482.81,451.85,465.85,990556992,0,0,ETH-USD
2017-12-04,466.05,474.78,453.31,470.2,1005550016,0,0,ETH-USD
2017-12-05,470.29,473.56,457.66,463.28,1216720000,0,0,ETH-USD
2017-12-06,462.6,462.71,420.21,428.59,1998259968,0,0,ETH-USD
2017-12-07,426.37,441.4,414.41,434.41,2129570048,0,0,ETH-USD
2017-12-08,434.99,466.06,422.37,456.03,2336379904,0,0,ETH-USD
2017-12-09,457.34,504.15,456.25,473.5,2003849984,0,0,ETH-USD
2017-12-10,472.79,472.79,429.51,441.72,1404179968,0,0,ETH-USD
2017-12-11,440.36,516.97,439.1,515.14,1771440000,0,0,ETH-USD
2017-12-12,522.29,657.32,504.49,651.43,5179829760,0,0,ETH-USD
2017-12-13,644.91,747.99,597.8,702.77,4524539904,0,0,ETH-USD
2017-12-14,700.59,753.12,664.99,695.82,3821580032,0,0,ETH-USD
2017-12-15,696.38,697.13,621.06,684.45,2758710016,0,0,ETH-USD
2017-12-16,686.19,718.39,680.79,696.21,2165690112,0,0,ETH-USD
2017-12-17,696.24,735.83,696.24,719.97,2147389952,0,0,ETH-USD
2017-12-18,721.73,803.93,689.23,794.65,3249230080,0,0,ETH-USD
2017-12-19,793.9,881.94,785.34,826.82,4096549888,0,0,ETH-USD
2017-12-20,827.52,845.06,756.0,819.09,3969939968,0,0,ETH-USD
2017-12-21,820.24,880.54,792.69,821.06,3569060096,0,0,ETH-USD
2017-12-22,822.64,827.68,543.76,674.86,4977710080,0,0,ETH-USD
2017-12-23,681.32,763.9,679.73,719.39,2480339968,0,0,ETH-USD
2017-12-24,721.77,721.77,614.92,694.15,2300549888,0,0,ETH-USD
2017-12-25,698.87,782.52,698.87,765.83,2491760128,0,0,ETH-USD
2017-12-26,763.37,786.79,760.93,773.84,2201159936,0,0,ETH-USD
2017-12-27,774.97,789.25,738.41,762.84,2100029952,0,0,ETH-USD
2017-12-28,762.21,763.32,701.19,737.02,2389149952,0,0,ETH-USD
2017-12-29,740.39,770.12,729.61,753.59,2648969984,0,0,ETH-USD
2017-12-30,753.82,753.82,685.23,717.26,3187780096,0,0,ETH-USD
2017-12-31,712.21,760.35,710.12,756.73,2554269952,0,0,ETH-USD
2018-01-01,755.76,782.53,742.0,772.64,2595760128,0,0,ETH-USD
2018-01-02,772.35,914.83,772.35,884.44,5783349760,0,0,ETH-USD
2018-01-03,886.0,974.47,868.45,962.72,5093159936,0,0,ETH-USD
2018-01-04,961.71,1045.08,946.09,980.92,6502859776,0,0,ETH-USD
2018-01-05,975.75,1075.39,956.33,997.72,6683149824,0,0,ETH-USD
2018-01-06,995.15,1060.71,994.62,1041.68,4662219776,0,0,ETH-USD
2018-01-07,1043.01,1153.17,1043.01,1153.17,5569880064,0,0,ETH-USD
2018-01-08,1158.26,1266.93,1016.05,1148.53,8450970112,0,0,ETH-USD
2018-01-09,1146.0,1320.98,1145.49,1299.74,7965459968,0,0,ETH-USD
2018-01-10,1300.34,1417.38,1226.6,1255.82,9214950400,0,0,ETH-USD
2018-01-11,1268.09,1337.3,1135.17,1154.93,7235899904,0,0,ETH-USD
2018-01-12,1158.29,1296.04,1120.09,1273.2,5222300160,0,0,ETH-USD
2018-01-13,1270.47,1432.88,1270.47,1396.42,5746760192,0,0,ETH-USD
2018-01-14,1397.48,1400.56,1286.21,1366.77,4841630208,0,0,ETH-USD
2018-01-15,1365.21,1390.59,1290.6,1291.92,4781100032,0,0,ETH-USD
2018-01-16,1292.63,1292.63,875.54,1053.69,8405139968,0,0,ETH-USD
2018-01-17,1061.34,1090.23,780.92,1014.25,8545160192,0,0,ETH-USD
2018-01-18,1016.44,1100.31,967.76,1036.28,5938319872,0,0,ETH-USD
2018-01-19,1028.82,1093.22,1003.71,1039.1,4084450048,0,0,ETH-USD
2018-01-20,1044.95,1167.11,1044.95,1155.15,3975190016,0,0,ETH-USD
2018-01-21,1155.68,1155.68,1021.5,1049.58,3378089984,0,0,ETH-USD
2018-01-22,1055.35,1089.1,930.74,1003.26,3810099968,0,0,ETH-USD
2018-01-23,1004.17,1023.23,920.54,986.23,3556699904,0,0,ETH-USD
2018-01-24,987.48,1062.44,965.81,1058.78,3944039936,0,0,ETH-USD
2018-01-25,1063.22,1104.66,1034.74,1056.03,4050190080,0,0,ETH-USD
2018-01-26,1052.7,1080.6,996.78,1055.17,3617690112,0,0,ETH-USD
2018-01-27,1055.75,1121.98,1042.12,1107.07,3002870016,0,0,ETH-USD
2018-01-28,1111.78,1257.77,1111.78,1246.01,5372329984,0,0,ETH-USD
2018-01-29,1246.7,1256.7,1169.08,1182.36,3715079936,0,0,ETH-USD
2018-01-30,1184.13,1184.63,1058.97,1071.13,4107859968,0,0,ETH-USD
2018-01-31,1071.09,1128.66,1034.5,1118.31,3757560064,0,0,ETH-USD
2018-02-01,1119.37,1161.35,984.82,1036.79,5261680128,0,0,ETH-USD
2018-02-02,1035.77,1035.77,757.98,915.78,6713290240,0,0,ETH-USD
2018-02-03,919.21,991.94,847.69,964.02,3243480064,0,0,ETH-USD
2018-02-04,964.67,969.03,805.06,834.68,2997090048,0,0,ETH-USD
2018-02-05,834.96,856.65,644.6,697.95,4269530112,0,0,ETH-USD
2018-02-06,707.74,796.44,574.42,793.12,6518269952,0,0,ETH-USD
2018-02-07,790.43,851.2,723.43,757.07,3896179968,0,0,ETH-USD
2018-02-08,755.84,845.09,755.84,817.81,3708189952,0,0,ETH-USD
2018-02-09,818.48,884.0,788.83,883.86,2495820032,0,0,ETH-USD
2018-02-10,882.47,917.4,825.58,860.41,2930530048,0,0,ETH-USD
2018-02-11,859.29,859.29,788.22,814.66,2486650112,0,0,ETH-USD
2018-02-12,817.51,875.94,817.51,868.71,2243450112,0,0,ETH-USD
2018-02-13,869.29,870.71,828.84,845.26,2081170048,0,0,ETH-USD
2018-02-14,844.28,926.43,844.28,923.56,2818370048,0,0,ETH-USD
2018-02-15,923.73,951.95,911.11,936.98,2900100096,0,0,ETH-USD
2018-02-16,934.79,950.01,917.85,944.21,2369449984,0,0,ETH-USD
2018-02-17,944.75,976.59,940.75,974.11,2525720064,0,0,ETH-USD
2018-02-18,973.35,982.93,915.45,923.92,2567290112,0,0,ETH-USD
2018-02-19,921.67,957.78,921.55,943.86,2169019904,0,0,ETH-USD
2018-02-20,943.57,965.27,892.95,895.37,2545260032,0,0,ETH-USD
2018-02-21,894.14,912.38,830.56,849.97,2531729920,0,0,ETH-USD
2018-02-22,849.26,875.93,802.67,812.84,2150370048,0,0,ETH-USD
2018-02-23,811.59,886.32,794.79,864.19,2334820096,0,0,ETH-USD
2018-02-24,861.59,879.53,818.55,840.52,1926579968,0,0,ETH-USD
2018-02-25,839.46,853.15,822.38,844.81,1646960000,0,0,ETH-USD
2018-02-26,845.28,880.39,842.32,869.32,2044480000,0,0,ETH-USD
2018-02-27,870.36,896.26,867.1,878.27,2053980032,0,0,ETH-USD
2018-02-28,877.93,890.11,855.12,855.2,1963980032,0,0,ETH-USD
2018-03-01,856.01,880.3,851.92,872.2,1868519936,0,0,ETH-USD
2018-03-02,871.76,876.38,852.42,856.85,1894419968,0,0,ETH-USD
2018-03-03,856.71,868.45,855.21,857.22,1699369984,0,0,ETH-USD
2018-03-04,856.19,867.95,840.28,866.68,1697939968,0,0,ETH-USD
2018-03-05,866.85,869.92,853.52,853.68,1898489984,0,0,ETH-USD
2018-03-06,853.82,853.82,809.93,816.95,1943069952,0,0,ETH-USD
2018-03-07,816.27,825.61,726.55,752.83,2175419904,0,0,ETH-USD
2018-03-08,752.57,773.77,696.17,704.6,1891640064,0,0,ETH-USD
2018-03-09,702.2,729.16,648.11,728.92,2233019904,0,0,ETH-USD
2018-03-10,730.16,748.03,682.7,686.89,1532960000,0,0,ETH-USD
2018-03-11,685.31,735.83,668.12,723.34,1562680064,0,0,ETH-USD
2018-03-12,724.41,742.51,683.27,699.83,1764999936,0,0,ETH-USD
2018-03-13,698.15,713.73,682.35,690.83,1425959936,0,0,ETH-USD
2018-03-14,691.22,702.78,594.1,614.29,1810560000,0,0,ETH-USD
2018-03-15,614.84,620.62,579.51,611.3,1770460032,0,0,ETH-USD
2018-03-16,611.78,623.17,587.86,601.67,1417350016,0,0,ETH-USD
2018-03-17,601.68,609.15,549.1,552.78,1267810048,0,0,ETH-USD
2018-03-18,551.64,551.64,460.09,538.64,2685499904,0,0,ETH-USD
2018-03-19,546.63,558.1,519.12,556.73,2046790016,0,0,ETH-USD
2018-03-20,556.72,567.09,521.2,557.17,1833680000,0,0,ETH-USD
2018-03-21,559.1,589.61,550.57,561.73,1781270016,0,0,ETH-USD
2018-03-22,562.1,577.57,523.09,539.7,1523459968,0,0,ETH-USD
2018-03-23,539.86,540.49,512.13,539.62,1596349952,0,0,ETH-USD
2018-03-24,542.57,545.38,526.08,526.44,1300009984,0,0,ETH-USD
2018-03-25,522.7,535.82,515.66,524.29,1151170048,0,0,ETH-USD
2018-03-26,524.29,526.38,470.44,489.95,1638880000,0,0,ETH-USD
2018-03-27,489.59,491.46,449.97,450.12,1617939968,0,0,ETH-USD
2018-03-28,450.29,466.21,444.86,446.28,1514179968,0,0,ETH-USD
2018-03-29,448.08,450.81,385.81,385.97,1970230016,0,0,ETH-USD
2018-03-30,385.9,409.93,368.63,394.64,1878130048,0,0,ETH-USD
2018-03-31,395.0,418.47,392.95,396.46,1323920000,0,0,ETH-USD
2018-04-01,397.25,400.53,363.8,379.61,1256930048,0,0,ETH-USD
2018-04-02,379.7,395.17,377.59,386.42,1102259968,0,0,ETH-USD
2018-04-03,387.31,418.97,383.53,416.89,1363399936,0,0,ETH-USD
2018-04-04,416.48,417.47,375.31,380.54,1287730048,0,0,ETH-USD
2018-04-05,379.95,387.72,369.82,383.23,1210680064,0,0,ETH-USD
2018-04-06,382.73,385.2,366.91,370.29,967105984,0,0,ETH-USD
2018-04-07,370.38,393.06,369.94,385.31,951475008,0,0,ETH-USD
2018-04-08,385.74,402.59,385.6,400.51,948488000,0,0,ETH-USD
2018-04-09,400.86,429.25,390.61,398.53,1478390016,0,0,ETH-USD
2018-04-10,399.41,415.89,393.88,414.24,1196000000,0,0,ETH-USD
2018-04-11,415.02,430.54,412.47,430.54,1439040000,0,0,ETH-USD
2018-04-12,430.16,493.06,417.41,492.94,2519360000,0,0,ETH-USD
2018-04-13,493.16,526.47,482.66,492.73,2419249920,0,0,ETH-USD
2018-04-14,492.58,512.02,488.28,501.48,1519079936,0,0,ETH-USD
2018-04-15,502.88,531.7,502.88,531.7,1726089984,0,0,ETH-USD
2018-04-16,532.07,534.2,500.25,511.15,1758979968,0,0,ETH-USD
2018-04-17,511.14,518.03,502.56,502.89,1760359936,0,0,ETH-USD
2018-04-18,503.31,525.09,503.05,524.79,1762940032,0,0,ETH-USD
2018-04-19,524.04,567.89,523.26,567.89,2256869888,0,0,ETH-USD
2018-04-20,567.99,618.72,560.28,615.72,2849469952,0,0,ETH-USD
2018-04-21,616.0,621.89,578.55,605.4,2612460032,0,0,ETH-USD
2018-04-22,606.12,640.77,593.87,621.86,2426269952,0,0,ETH-USD
2018-04-23,621.2,646.7,621.03,642.55,2386830080,0,0,ETH-USD
2018-04-24,643.4,708.88,643.4,708.16,3581860096,0,0,ETH-USD
2018-04-25,707.06,707.06,600.21,615.42,4216140032,0,0,ETH-USD
2018-04-26,618.08,663.18,604.01,662.81,2984009984,0,0,ETH-USD
2018-04-27,662.11,684.87,647.03,647.03,2598129920,0,0,ETH-USD
2018-04-28,644.65,691.44,644.65,683.68,2496659968,0,0,ETH-USD
2018-04-29,683.91,697.76,670.51,688.88,2740559872,0,0,ETH-USD
2018-04-30,689.76,694.44,666.12,669.92,2853100032,0,0,ETH-USD
2018-05-01,670.46,674.4,637.54,673.61,2678960128,0,0,ETH-USD
2018-05-02,674.08,688.84,667.42,687.15,2822269952,0,0,ETH-USD
2018-05-03,686.59,784.34,686.59,779.54,4210939904,0,0,ETH-USD
2018-05-04,776.78,803.75,762.63,785.62,3533410048,0,0,ETH-USD
2018-05-05,784.58,827.46,784.24,816.12,3035040000,0,0,ETH-USD
2018-05-06,816.09,835.06,764.88,792.31,3105570048,0,0,ETH-USD
2018-05-07,793.34,795.76,710.18,753.72,4316120064,0,0,ETH-USD
2018-05-08,755.01,774.25,728.13,752.86,2920489984,0,0,ETH-USD
2018-05-09,752.9,759.53,718.47,752.28,2877870080,0,0,ETH-USD
2018-05-10,752.58,766.75,726.66,727.28,2748950016,0,0,ETH-USD
2018-05-11,727.01,736.98,669.83,679.59,3290080000,0,0,ETH-USD
2018-05-12,679.88,691.41,644.07,686.05,2668480000,0,0,ETH-USD
2018-05-13,687.17,741.31,675.32,733.5,2362500096,0,0,ETH-USD
2018-05-14,732.73,742.17,695.79,730.55,3005110016,0,0,ETH-USD
2018-05-15,731.14,739.05,700.99,708.87,2523069952,0,0,ETH-USD
2018-05-16,708.09,710.2,682.54,707.05,2476130048,0,0,ETH-USD
2018-05-17,708.72,718.83,668.83,672.66,2350619904,0,0,ETH-USD
2018-05-18,672.1,695.03,663.81,694.37,2305740032,0,0,ETH-USD
2018-05-19,695.07,715.58,686.79,696.53,2021549952,0,0,ETH-USD
2018-05-20,697.92,723.75,692.67,715.37,2156910080,0,0,ETH-USD
2018-05-21,717.19,719.28,692.49,699.22,2005170048,0,0,ETH-USD
2018-05-22,700.18,700.98,644.03,647.74,2230469888,0,0,ETH-USD
2018-05-23,646.67,651.64,572.95,583.59,2995429888,0,0,ETH-USD
2018-05-24,584.54,610.82,557.21,601.76,2791099904,0,0,ETH-USD
2018-05-25,602.14,617.19,575.62,586.73,2110919936,0,0,ETH-USD
2018-05-26,587.43,606.17,583.51,587.28,1694300032,0,0,ETH-USD
2018-05-27,588.52,590.33,562.87,572.67,1788790016,0,0,ETH-USD
2018-05-28,573.04,576.05,512.55,516.04,2356900096,0,0,ETH-USD
2018-05-29,516.15,572.26,516.15,565.39,2330820096,0,0,ETH-USD
2018-05-30,566.83,583.14,545.43,559.59,2053970048,0,0,ETH-USD
2018-05-31,558.5,585.54,557.07,577.65,1985040000,0,0,ETH-USD
2018-06-01,578.67,589.09,567.66,580.04,1945890048,0,0,ETH-USD
2018-06-02,580.43,597.08,577.32,591.81,1880390016,0,0,ETH-USD
2018-06-03,591.26,624.51,591.26,618.33,1832550016,0,0,ETH-USD
2018-06-04,619.44,623.43,583.75,592.98,1903430016,0,0,ETH-USD
2018-06-05,593.41,611.33,580.98,609.3,1844269952,0,0,ETH-USD
2018-06-06,610.26,611.64,596.4,607.12,1756530048,0,0,ETH-USD
2018-06-07,607.69,616.14,601.69,605.19,1880140032,0,0,ETH-USD
2018-06-08,605.44,608.81,595.59,601.08,1637779968,0,0,ETH-USD
2018-06-09,600.91,608.58,597.56,597.56,1519309952,0,0,ETH-USD
2018-06-10,594.34,594.34,511.89,526.48,2234880000,0,0,ETH-USD
2018-06-11,524.86,536.86,515.27,533.28,1982119936,0,0,ETH-USD
2018-06-12,532.71,538.96,491.23,496.84,1932760064,0,0,ETH-USD
2018-06-13,498.02,501.9,459.0,477.49,2080130048,0,0,ETH-USD
2018-06-14,478.38,523.54,467.47,519.74,2458650112,0,0,ETH-USD
2018-06-15,520.48,521.3,487.47,491.0,1808269952,0,0,ETH-USD
2018-06-16,490.41,503.22,488.85,499.64,1314109952,0,0,ETH-USD
2018-06-17,499.46,507.64,498.65,500.45,1264870016,0,0,ETH-USD
2018-06-18,499.38,521.8,494.07,518.89,1513869952,0,0,ETH-USD
2018-06-19,519.02,542.35,516.31,537.96,1726569984,0,0,ETH-USD
2018-06-20,538.51,541.02,519.37,536.27,1596290048,0,0,ETH-USD
2018-06-21,536.45,543.72,524.26,527.37,1462070016,0,0,ETH-USD
2018-06-22,527.19,527.19,456.88,465.82,2226030080,0,0,ETH-USD
2018-06-23,466.27,479.13,462.39,474.52,1651379968,0,0,ETH-USD
2018-06-24,474.77,475.36,426.47,457.67,2490579968,0,0,ETH-USD
2018-06-25,455.94,470.34,448.9,460.31,4007950080,0,0,ETH-USD
2018-06-26,460.73,461.21,432.77,432.77,1356560000,0,0,ETH-USD
2018-06-27,432.24,444.24,424.84,442.36,1368940032,0,0,ETH-USD
2018-06-28,442.29,443.62,419.68,422.36,1360790016,0,0,ETH-USD
2018-06-29,422.59,441.79,407.95,436.01,1564499968,0,0,ETH-USD
2018-06-30,436.21,458.8,436.21,455.18,1475939968,0,0,ETH-USD
2018-07-01,455.24,457.14,446.39,453.92,1511730048,0,0,ETH-USD
2018-07-02,453.82,479.13,447.11,475.35,1625789952,0,0,ETH-USD
2018-07-03,475.39,483.85,462.58,464.2,1683939968,0,0,ETH-USD
2018-07-04,464.15,481.44,455.18,467.32,1549769984,0,0,ETH-USD
2018-07-05,467.29,483.23,464.63,474.41,1828610048,0,0,ETH-USD
2018-07-06,474.36,479.65,457.61,474.01,1627609984,0,0,ETH-USD
2018-07-07,474.06,491.66,466.84,491.66,1358360064,0,0,ETH-USD
2018-07-08,492.07,503.2,488.42,489.12,1344560000,0,0,ETH-USD
2018-07-09,488.88,490.85,475.17,476.68,1533799936,0,0,ETH-USD
2018-07-10,476.16,478.32,433.96,434.42,1789069952,0,0,ETH-USD
2018-07-11,434.52,447.32,429.51,446.52,1422470016,0,0,ETH-USD
2018-07-12,446.5,446.5,422.81,430.07,1495440000,0,0,ETH-USD
2018-07-13,430.74,442.36,430.74,434.03,1489670016,0,0,ETH-USD
2018-07-14,434.51,439.43,431.47,436.09,1235820032,0,0,ETH-USD
2018-07-15,435.88,454.0,433.92,449.85,1350160000,0,0,ETH-USD
2018-07-16,450.42,480.66,446.8,480.66,1858680064,0,0,ETH-USD
2018-07-17,480.08,508.78,468.92,501.0,2288100096,0,0,ETH-USD
2018-07-18,500.84,513.43,474.36,480.51,2371559936,0,0,ETH-USD
2018-07-19,480.63,483.24,465.14,469.62,2068739968,0,0,ETH-USD
2018-07-20,469.31,469.31,443.69,450.7,1821350016,0,0,ETH-USD
2018-07-21,450.68,468.08,445.78,462.44,1504310016,0,0,ETH-USD
2018-07-22,462.44,470.9,458.12,459.66,1338589952,0,0,ETH-USD
2018-07-23,459.44,469.77,449.73,450.85,1596999936,0,0,ETH-USD
2018-07-24,451.14,481.14,450.57,479.37,2287520000,0,0,ETH-USD
2018-07-25,479.91,482.87,466.47,472.49,1930780032,0,0,ETH-USD
2018-07-26,472.33,483.7,461.42,464.04,1621560064,0,0,ETH-USD
2018-07-27,464.01,473.22,458.29,469.67,1734259968,0,0,ETH-USD
2018-07-28,469.68,471.59,462.99,466.9,1531890048,0,0,ETH-USD
2018-07-29,466.92,470.36,462.71,466.67,1631910016,0,0,ETH-USD
2018-07-30,466.83,467.95,448.64,457.08,2141590000,0,0,ETH-USD
2018-07-31,457.24,457.24,430.44,433.87,1820680000,0,0,ETH-USD
2018-08-01,433.87,435.46,410.46,420.75,1888060000,0,0,ETH-USD
2018-08-02,420.81,425.03,410.31,412.62,1569300000,0,0,ETH-USD
